"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rs_max","Rs_maxday","Rs_min","Rs_minday","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Q10_0_10","Q10_5_15","Q10_10_20","Q10_0_20","Q10_other1","Q10_other1_temp_min","Q10_other1_temp_max","Q10_other2","Q10_other2_temp_min","Q10_other2_temp_max","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Lat_Adj","Long_Adj","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","PRECIP_SD","TAIR_SD","SPI","Study_TS_Annual","TS_Flag","Annual_TS_Coverage","TS_Source","mtr_out_TAnnual","Rs_TAIR_units_TAnnual","Rs_TAIR_TAnnual","Rs_annual_bahn_TAnnual","mtr_out_MAT","Rs_TAIR_units_MAT","Rs_TAIR_MAT","Rs_annual_bahn_MAT","mtr_out","Rs_TAIR_units","Rs_TAIR","Rs_annual_bahn","Rs_annual_bahn_err","higherr","labl","TAIR_LTM_dev","TAIR_dev"
2776,"00:00.0",205,"Yoneda",NA,"","BBL","Japan","","Minamata Forest-P2",1970,1,32.17,130.58,500,"None","",NA,NA,"Castanopsis cuspidata","Temperate","Forest","Natural","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkali absorption",30,1,"Subtraction",1085,NA,2,NA,NA,NA,NA,271,178,907,0.16,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,25,NA,0.97,NA,89.1,0.106,0,NA,NA,"",1.62,2.89,2.89,2.89,2.89,NA,NA,NA,NA,NA,NA,2430,NA,NA,NA,NA,NA,NA,NA,379,196,575,NA,NA,NA,NA,18880,4620,NA,NA,9380,NA,NA,"",-0.17,0.42,32.25,130.75,2338.02,15.39,2550.2,15.22,1970,383.558,0.432,0.553,9.79,"",1,"Figure 4.2",FALSE,447.232831335866,2.82343945172422,1294.15711226153,FALSE,455.365017901445,2.87477901082917,1317.81743879733,FALSE,251.51417115088,1.58784191083193,725.54765192128,0.33,FALSE,NA,NA,NA
2777,"00:00.0",205,"Yoneda",NA,"","BBL","Japan","","Minamata Forest-Q1",1970,1,32.17,130.58,500,"None","",NA,NA,"Cyclobalanopsis gilva","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkali absorption",30,1,"",843,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,25,NA,0.95,NA,68.8,0.108,0,NA,NA,"",1.28,2.94,2.94,2.94,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.17,0.42,32.25,130.75,2338.02,15.39,2550.2,15.22,1970,383.558,0.432,0.553,9.79,"",1,"Figure 4.2",FALSE,356.011753209077,2.24754883554857,1028.92255430621,FALSE,362.608501843555,2.2891949738521,1048.09196504529,FALSE,198.050835945339,1.25032087198244,570.58416901239,0.32,FALSE,NA,NA,NA
2778,"00:00.0",205,"Yoneda",NA,"","BBL","Japan","","Minamata Forest-Q2",1970,1,32.17,130.58,500,"None","",NA,NA,"Cyclobalanopsis salicina","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkali absorption",30,1,"",1220,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,25,NA,0.97,NA,121,0.099,0,NA,NA,"",2.06,2.69,2.69,2.69,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.17,0.42,32.25,130.75,2338.02,15.39,2550.2,15.22,1970,383.558,0.432,0.553,9.79,"",1,"Figure 4.2",FALSE,545.973557779408,3.44680259279747,1581.58588501261,FALSE,555.240051576153,3.50530318204701,1608.57541249202,FALSE,318.939218048398,2.0135050645771,921.230677733949,0.24,FALSE,NA,NA,NA
2779,"00:00.0",205,"Yoneda",NA,"","BBL","Japan","","Minamata Forest-Q4",1970,1,32.17,130.58,500,"None","",NA,NA,"Machilus thunbergii","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkali absorption",30,1,"",933,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,25,NA,0.96,NA,107,0.09,0,NA,NA,"",1.66,2.46,2.46,2.46,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.17,0.42,32.25,130.75,2338.02,15.39,2550.2,15.22,1970,383.558,0.432,0.553,9.79,"",1,"Figure 4.2",FALSE,420.998316331547,2.65781752178049,1217.84471815484,FALSE,427.489118589864,2.69879480673235,1236.72318858325,FALSE,258.25018760892,1.63036726514969,745.085495564911,0.2,FALSE,NA,NA,NA
2780,"00:00.0",205,"Yoneda",NA,"","BBL","Japan","","Minamata Forest-Q18",1970,1,32.17,130.58,500,"None","",NA,NA,"Cyclobalanopsis acuta","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkali absorption",30,1,"",1110,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,25,NA,0.92,NA,160,0.076,0,NA,NA,"",2.16,2.14,2.14,2.14,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.17,0.42,32.25,130.75,2338.02,15.39,2550.2,15.22,1970,383.558,0.432,0.553,9.79,"",1,"Figure 4.2",FALSE,508.717989682265,3.21160331092078,1473.10097193691,FALSE,515.333268790192,3.25336643453069,1492.3610328461,FALSE,336.707235446532,2.1256768860218,972.836947060908,0.12,FALSE,NA,NA,NA
2781,"00:00.0",205,"Yoneda",NA,"","BBL","Japan","","Minamata Forest-P2",1971,1,32.17,130.58,500,"None","",NA,NA,"Castanopsis cuspidata","Temperate","Forest","Natural","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkali absorption",30,1,"Subtraction",1082,NA,2,NA,NA,NA,NA,271,178,904,0.16,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,25,NA,0.97,NA,89.1,0.106,0,NA,NA,"",1.62,2.89,2.89,2.89,2.89,NA,NA,NA,NA,NA,NA,2430,NA,NA,NA,NA,NA,NA,NA,379,196,575,NA,NA,NA,NA,18880,4620,NA,NA,9380,NA,NA,"",-0.17,0.42,32.25,130.75,2338.02,15.39,2397.6,15.19,1971,383.558,0.432,0.155,9.79,"",1,"Figure 4.2",FALSE,445.812889835787,2.81447517502189,1290.02607671312,FALSE,455.365017901445,2.87477901082917,1317.81743879733,FALSE,251.51417115088,1.58784191083193,725.54765192128,0.33,FALSE,NA,NA,NA
2782,"00:00.0",205,"Yoneda",NA,"","BBL","Japan","","Minamata Forest-Q1",1971,1,32.17,130.58,500,"None","",NA,NA,"Cyclobalanopsis gilva","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkali absorption",30,1,"",841,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,25,NA,0.95,NA,68.8,0.108,0,NA,NA,"",1.28,2.94,2.94,2.94,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.17,0.42,32.25,130.75,2338.02,15.39,2397.6,15.19,1971,383.558,0.432,0.155,9.79,"",1,"Figure 4.2",FALSE,354.860141746678,2.24027856152535,1025.57629637117,FALSE,362.608501843555,2.2891949738521,1048.09196504529,FALSE,198.050835945339,1.25032087198244,570.58416901239,0.32,FALSE,NA,NA,NA
2783,"00:00.0",205,"Yoneda",NA,"","BBL","Japan","","Minamata Forest-Q2",1971,1,32.17,130.58,500,"None","",NA,NA,"Cyclobalanopsis salicina","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkali absorption",30,1,"",1218,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,25,NA,0.97,NA,121,0.099,0,NA,NA,"",2.06,2.69,2.69,2.69,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.17,0.42,32.25,130.75,2338.02,15.39,2397.6,15.19,1971,383.558,0.432,0.155,9.79,"",1,"Figure 4.2",FALSE,544.354421919741,3.4365807760086,1576.87025349104,FALSE,555.240051576153,3.50530318204701,1608.57541249202,FALSE,318.939218048398,2.0135050645771,921.230677733949,0.24,FALSE,NA,NA,NA
2784,"00:00.0",205,"Yoneda",NA,"","BBL","Japan","","Minamata Forest-Q4",1971,1,32.17,130.58,500,"None","",NA,NA,"Machilus thunbergii","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkali absorption",30,1,"",932,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,25,NA,0.96,NA,107,0.09,0,NA,NA,"",1.66,2.46,2.46,2.46,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.17,0.42,32.25,130.75,2338.02,15.39,2397.6,15.19,1971,383.558,0.432,0.155,9.79,"",1,"Figure 4.2",FALSE,419.863154036161,2.65065109350346,1214.54326429749,FALSE,427.489118589864,2.69879480673235,1236.72318858325,FALSE,258.25018760892,1.63036726514969,745.085495564911,0.2,FALSE,NA,NA,NA
2785,"00:00.0",205,"Yoneda",NA,"","BBL","Japan","","Minamata Forest-Q18",1971,1,32.17,130.58,500,"None","",NA,NA,"Cyclobalanopsis acuta","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkali absorption",30,1,"",1110,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",0,25,NA,0.92,NA,160,0.076,0,NA,NA,"",2.16,2.14,2.14,2.14,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.17,0.42,32.25,130.75,2338.02,15.39,2397.6,15.19,1971,383.558,0.432,0.155,9.79,"",1,"Figure 4.2",FALSE,507.559433921243,3.20428919663065,1469.72803229372,FALSE,515.333268790192,3.25336643453069,1492.3610328461,FALSE,336.707235446532,2.1256768860218,972.836947060908,0.12,FALSE,NA,NA,NA
2431,"00:00.0",211,"Chapman",NA,"Q03","BBL","United Kingdom","","",1976,1,50.67,-1.92,NA,"None","",NA,NA,"Calluna vulgaris","Temperate","Shrubland","Natural","Evergreen","Mature","Sandy","Dry",NA,NA,NA,NA,NA,10.7,800,NA,NA,NA,"Alkali absorption",NA,NA,"Extraction",1105,NA,NA,NA,NA,NA,NA,115,800,305,0.72,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential (ln1), ln(R)=a+b(T-c)","Positive","g CO2/m2/hr",2,18,NA,0.82,3,-2.07,0.08,0,NA,NA,"",1.84,2.32,2.32,2.32,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Year of study not given",0.33,-0.08,50.75,-1.75,795.16,10.27,683,10.49,1976,139.853,0.639,-0.802,10.25,"",1,"Figure 2",FALSE,0.292058837127402,1.84380578990737,843.187883575607,FALSE,0.286963571456972,1.81163870865532,828.398872207816,FALSE,0.28650479686019,1.80874240438277,827.06734790479,0.25,FALSE,NA,0.43,NA
